sample	n_biallelic	n_multi
CPCT02390005T	7406	0
CPCT02380034T	4304	0
DRUP01170009T	12504	0
WIDE01010416T	22117	0
WIDE01010753T	22499	0
CPCT02150044T	3663	1
CPCT02070141T	5472	0
CPCT02070372T	2987	0
CPCT02290046T	3687	0
CPCT02120069T	18482	0
CPCT02050135T	15360	0
CPCT02030447T	5840	0
DRUP01350003T	125096	25
CPCT02060071T	6550	0
ACTN01020048T	19645	0
CPCT02200012T	5405	0
CPCT02100130T	9305	0
CPCT02050100T	27007	3
CPCT02020646T	6105	0
CPCT02010926T	24719	1
CPCT02010824T	9271	0
CPCT02020500T	7221	0
CPCT02060018T	4906	0
CPCT02010383T	3492	0
CPCT02070034T	24796	0
WIDE01011201T	1677	0
CPCT02020958T	29086	0
CPCT02060050T	6966	0
DRUP01060016T	6486	1
WIDE01011188T	2446	1
CPCT02020773T	4069	0
CPCT02380007T	3680	1
WIDE01010988T	11293	1
CPCT02010612T	96863	2
CPCT02030257T	19240	0
CPCT02080236T	8749	0
CPCT02070164T	101822	2
CPCT02020398T	3706	0
CPCT02080042T	17964	0
WIDE01010782T	8194	0
CPCT02011044T	17428	0
ACTN01020164T	4698	0
CPCT02010847T	129722	3
CPCT02110011T	11939	0
DRUP01030028T	11752	0
DRUP01070057T	8939	0
CPCT02020345TII	4749	0
CPCT02010872T	3293	0
CPCT02230058T	4541	1
CPCT02070237T	24392	0
DRUP01060018T	25103	2
CPCT02070168T	20366	1
CPCT02030495T	3983	0
WIDE01010269T	15663	0
WIDE01010425T	21351	1
CPCT02190010T	4280	0
CPCT02030517T	17535	3
CPCT02110104T	21003	0
CPCT02080040T	50531	1
WIDE01010904T	11685	0
CPCT02060086T	3258	1
CPCT02110013T	34142	1
CPCT02060242T	13907	0
CPCT02080106T	6395	0
DRUP01010006T	14452	1
CPCT02210037T	7786	0
CPCT02030430T	84826	0
CPCT02060010T	15497	0
DRUP01010290T	8595	0
CPCT02010750TII	16378	0
CPCT02010667T	88778	1
CPCT02220005T	30736	0
CPCT02010550T	113323	0
CPCT02020370T	8330	0
CPCT02390029T	4167	0
WIDE01011014T	19806	0
WIDE01010715T	14671	1
WIDE01010130T	7674	0
CPCT02080016T	6214	0
CPCT02090027T	3679	0
ACTN01020103T	58696	5
CPCT02040114T	20422	0
ACTN01020201T	5121	0
CPCT02160027T	2391	0
ACTN01020150T	17153	2
CPCT02340001T	19186	0
CPCT02020822T	228566	4
CPCT02210069T	7017	0
CPCT02030363T	12578	0
CPCT02230128T	15812	0
ACTN01020182T	32295	0
CPCT02080113T	45099	0
CPCT02340048T	24828	0
CPCT02020592T	7511	0
ACTN01020132T	29289	1
CPCT02390015T	88439	10
CPCT02010756T	2541	0
CPCT02020356T	6643	0
CPCT02011050T	63447	2
WIDE01010173T	3868	0
CPCT02050156T	5290	0
CPCT02050355T	23988	0
CPCT02070347T	14811	0
CPCT02020609T	473036	12
CPCT02060117T	7155	0
CPCT02070371T	4117	0
DRUP01360010T	7601	1
CPCT02230006T	16283	0
CPCT02030468T	29742	0
CPCT02140041TIV	9574	0
CPCT02010478TII	5593	0
DRUP01010064T	7942	0
CPCT02020373T	23947	0
WIDE01010963T	32093	1
CPCT02020278T	7672	0
DRUP01070048T	19641	1
CPCT02230117T	21520	0
ACTN01020016T	22498	0
CPCT02070101T	9045	0
WIDE01010785T	15055	0
CPCT02011077T	3970	0
CPCT02020580T	6421	0
ACTN01020241T	35570	1
WIDE01010207T	12934	0
WIDE01010467T	3554	0
ACTN01020272T	19839	0
CPCT02340100T	459030	2
CPCT02380032T	7764	0
CPCT02060067T	6123	0
CPCT02050220T	14516	0
CPCT02390026T	111129	6
CPCT02060236T	4278	0
OPTC01030055T	20914	0
DRUP01220007T	36975	1
CPCT02230082T	7399	1
CPCT02030514T	21108	0
CPCT02130163T	40555	2
DRUP01010298T	19295	0
CPCT02150008T	6383	0
WIDE01010955T	3444	0
CPCT02130025T	9284	0
CPCT02070174T	5591	0
CPCT02030327T	14453	1
CPCT02120063T	6117	0
CPCT02040290T	37588	3
CPCT02130186T	12157	1
CPCT02220006T	11072	1
OPTC01080043T	35870	4
CPCT02080048T	966263	88
CPCT02080076T	2012	0
DRUP01190001T	21084	0
OPTC01080030T	17125	0
CPCT02010954T	92589	1
CPCT02300050T	23476	3
DRUP01230002T	18901	2
CPCT02130047T	12067	2
WIDE01010924T	171309	5
WIDE01010482T	14507	0
CPCT02340034T	19442	0
CPCT02100093T	25193	0
CPCT02190041T	13903	0
CPCT02050295T	8676	0
GLOW01440009T	5278	1
CPCT02020442T	17094	0
WIDE01010284T	3180	0
CPCT02070241T	6449	0
CPCT02130082T	5398	0
CPCT02050343T	12000	0
CPCT02010567TII	6413	0
CPCT02050021T	45458	0
CPCT02070293T	5924	0
CPCT02110041T	59640	1
CPCT02080183T	4310	1
CPCT02180008T	12099	0
DRUP01010038T	15734	1
WIDE01010710T	21673	1
WIDE01010238TII	72676	3
CPCT02060133T	1972	0
CPCT02040172T	31389	0
CPCT02090035T	57244	0
CPCT02020672T	3051	0
CORE01080023T	20034	2
GAYA01010006T	12101	0
CPCT02060046T	2263	0
CPCT02220044T	29028	2
GAYA01060003T	3081	0
WIDE01010148T	14691	0
CPCT02080111T	14296	0
WIDE01010589T	17862	1
CPCT02020859T	28676	1
CPCT02010371T	45347	0
CPCT02010377T	8573	0
WIDE01010862T	3134	0
DRUP01010013T	4942	1
CPCT02210045T	42772	0
CPCT02030532T	813216	72
CPCT02290040T	7485	0
CPCT02010320T	9835	0
CPCT02010678T	6589	0
CPCT02070470T	2678	0
CPCT02060037T	1418	0
CPCT02030498T	6905	0
OPTC01080022T	24180	1
WIDE01010248T	6895	1
CPCT02080308T	11855	0
WIDE01010628T	14181	0
CPCT02020813T	43032	0
CPCT02330017T	5383	0
CPCT02020533T	5724	0
CPCT02100112T	6785	0
CPCT02080303T	30898	0
CPCT02011006T	125218	4
DRUP01070052T	7494	1
CPCT02010505T	2879	0
CPCT02070038T	13076	0
CPCT02030275T	7123	0
WIDE01010164T	16622	0
COREDB011332T	4631	0
CPCT02040317T	50929	3
CPCT02040205T	15299	0
CPCT02010424T	6958	0
CPCT02030421T	10413	0
CPCT02300008T	13394	2
CPCT02030304T	11934	0
CPCT02070466T	7459	0
CPCT02140037T	24273	2
CPCT02230072T	638206	25
CPCT02440004T	25649	0
CPCT02350012T	38410	0
CPCT02020866T	5224	0
CPCT02120044T	16072	0
CPCT02330034T	26710	0
CPCT02070290T	6164	7
CPCT02030307T	78476	14
WIDE01010876T	22286	1
CPCT02150014T	3244	0
CPCT02360007T	73824	0
WIDE01010736T	2227	8
CPCT02010840T	9368	0
DRUP01010258T	19954	3
CPCT02120028T	11809	0
CPCT02080226T	15703	0
CPCT02050308T	42035	0
CPCT02020413TII	6455	0
CPCT02070069TII	4992	0
CPCT02100119T	12785	0
COREDB110002T	40410	7
CPCT02010607T	17046	0
CPCT02330132T	19722	1
DRUP01010295T	4835	0
CPCT02070312T	6741	0
CPCT02100013T	19737	1
WIDE01010972T	3277	0
CPCT02410009T	20085	1
CPCT02070234T	4648	0
CPCT02390044T	8720	0
CPCT02050245T	51252	1
CPCT02060246T	5485	1
CPCT02170033T	16619	0
WIDE01010752T	10905	0
CPCT02010688T	2973	0
CPCT02010255T	6499	0
CPCT02130142T	23918	0
CPCT02030546T	221954	8
WIDE01010643T	26302	2
CPCT02020641T	4185	0
CPCT02370013TII	4937	0
CPCT02070264T	11687	0
WIDE01010958T	5105	0
CPCT02020804T	6163	0
ACTN01020141T	2259	1
CPCT02120030T	12976	0
CPCT02011058T	32872	0
CPCT02070057T	64074	2
CPCT02030328T	16279	0
CPCT02060119T	3517	0
WIDE01010744T	9428	0
CPCT02020444T	4752	1
CPCT02140034T	5397	0
DRUP01260010T	8524	0
ACTN01020098T	7630	1
GAYA01010014T	10713	0
WIDE01010581T	18554	2
CPCT02030466T	6534	0
CPCT02070378T	6535	0
WIDE01010974T	17901	2
CORE01080018T	10673	0
WIDE01010188T	24114	0
DRUP01030002T	16255	0
CPCT02070273T	21970	1
WIDE01010230T	14531	0
CPCT02260029T	26828	1
CPCT02020410T	97943	0
DRUP01070133T	165769	6
WIDE01010793T	27192	1
CPCT02310002T	15979	1
CPCT02020837TII	4143	0
CPCT02070250T	6514	0
WIDE01010795T	8270	0
CPCT02070220T	4436	0
CPCT02080072T	4696	0
WIDE01010967T	2517	0
CPCT02410012T	5014	0
CPCT02030289T	44567	3
CPCT02100001TIII	4909	0
CPCT02100020T	7245	0
CPCT02020305T	22882	1
WIDE01010105T	43913	0
DRUP01050012T	20949	0
WIDE01010596T	12453	0
CPCT02080181TII	7391	1
CPCT02140094T	6552	0
CPCT02010971T	3866	0
WIDE01011196T	3530	0
CPCT02030284T	82573	1
CPCT02230022T	5836	0
CPCT02100121T	6979	0
WIDE01010778T	10497	2
GAYA01010012T	9460	0
CPCT02130089T	14541	0
CPCT02210029T	26684	0
DRUP01010054T	11872	0
CPCT02010483T	20680	0
CPCT02330042T	3442	0
CPCT02140067T	3040	0
OPTC01030065T2	11219	0
DRUP01050019T	4723	0
CPCT02110075T	12170	0
CPCT02020288T	4604	0
WIDE01010868T	17655	1
CPCT02130033T	19242	1
CPCT02370003T	18916	0
CPCT02140041TII	10672	0
CPCT02020969T	4923	0
CPCT02040134T	4417	0
COREDB110034T	12029	0
CPCT02020817T	10835	0
CPCT02020717T	11113	0
CPCT02020788T	48624	0
CPCT02060135T	17093	1
WIDE01011154T	1889	0
WIDE01010497T	4317	0
WIDE01010376T	26463	0
CPCT02020651T	22528	0
CPCT02011019T	28733	0
WIDE01010558T	10846	0
CPCT02110103T	17137	0
CPCT02010347T	5417	0
CPCT02040321T	10401	0
CPCT02020693T	9713	2
CPCT02140094TII	11035	0
CPCT02340095T	10293	0
CPCT02030305T	2510	0
CPCT02060127T	5010	0
WIDE01010789T	5576	0
CPCT02210033T	38493	9
CPCT02040280T	8642	0
WIDE01011136T	6795	1
WIDE01010499T	15193	0
CPCT02080313T	31744	0
CPCT02220024T	31381	1
CPCT02020593T	11454	0
DRUP01270007T	5326	0
CPCT02230079T	10158	0
CPCT02020639T	53579	1
WIDE01010374T	5308	2
CPCT02011015T	214089	13
WIDE01010915T	17636	0
CPCT02170019T	50297	0
DRUP01050008T	3269	0
WIDE01010549T	2830	0
ACTN01020105T	3272	0
WIDE01010017T	23351	2
CPCT02120176T	7078	0
DRUP01050104T	2688	0
WIDE01010984T	15332	0
WIDE01010705T	3246	0
CPCT02040089T	1879	0
CPCT02010447T	13798	0
CPCT02110035T	2636	0
CPCT02040012T	10980	0
CPCT02410023T	6170	0
CPCT02020340T	5722	0
WIDE01010213T	21665	1
CPCT02370019T	13121	0
CPCT02070013T	6567	4
CPCT02010372T	8331	0
DRUP01010211T	84753	0
CPCT02070395T	4659	0
CPCT02360022T	3175	0
CPCT02230036T	5798	0
DRUP01010109T	4160	0
CPCT02020808T	11823	0
DRUP01060046T	1592	0
CPCT02180064T	5323	0
CPCT02020739T	180050	2
CPCT02030549T	8801	0
CPCT02010468T	19837	0
CPCT02060253T	3103	0
GAYA01190001T	14424	0
GAYA01020005T	4976	1
WIDE01010971T	2572	0
CPCT02150030T	11987	1
CPCT02070010T	6195	0
CPCT02011032T	17683	1
WIDE01010131T	17343	1
CPCT02120100T	8888	0
CPCT02330143T	4640	0
CPCT02020281T	4935	0
CPCT02180028T	3344	0
WIDE01010532T	14340	0
CPCT02040122T	25782	0
CPCT02020796T	73015	1
CPCT02210070T	15232	0
CPCT02360009T	16676	0
CPCT02050160T	10117	0
WIDE01010481T	21729	0
CPCT02020914T	84699	0
WIDE01010908T	5399	3
ACTN01020227T	18823	0
ACTN01020179T	5987	0
CPCT02030555T	70615	1
ACTN01020258T	22155	0
CPCT02070100T	9106	0
WIDE01011116T	3566	0
CPCT02070027T	4399	0
CPCT02340029T	35174	1
CPCT02010841T	14980	0
CPCT02030422T	2685	0
CPCT02070358T	11326	0
WIDE01010646T	71575	1
CPCT02180054T	22890	1
DRUP01030013T	65398	0
CPCT02340077T	16500	0
WIDE01010566T	14201	0
CPCT02050225T	4123	0
CPCT02030331T	12403	0
CPCT02310018T	6346	0
OPTC01080033T	15949	0
CPCT02020511T	185269	1
ACTN01020202T	5953	0
CPCT02020351T	5232	0
CPCT02010549T	4166	0
CPCT02090057T	2449	1
CPCT02010422T	16107	1
ACTN01020053T	7761	0
GAYA01020001T	1140	0
CPCT02011017T	53872	1
WIDE01011198T	3188	0
CPCT02100207T	43105	2
CPCT02370006T	8770	0
WIDE01010322T	4383	0
WIDE01010019T	119746	2
DRUP01210008T	36204	0
CPCT02310003T	30063	1
CPCT02030386T	7570	1
ACTN01020056T	7618	1
ACTN01020290T	4412	0
CPCT02370024T	12115	1
CPCT02030383T	7658	0
WIDE01010873T	14300	0
ACTN01020211T	17326	3
CPCT02010403T	1704	0
CPCT02040058T	16762	0
CPCT02020565T	5834	1
CPCT02370026T	1987	0
WIDE01010443T	21137	1
DRUP01070028T	4695	0
WIDE01011069T	8946	1
CPCT02290036T	11119	0
CPCT02370012T	34836	0
CPCT02030325T	5685	1
WIDE01010764T	9188	4
CPCT02010776T	7568	0
CPCT02070363T	13623	0
CPCT02060224T	3827	0
CPCT02030377T	2699	0
CPCT02010891T	2534	0
CPCT02010965T	20547	1
CPCT02070370T	8197	0
CPCT02330046T	21168	2
CPCT02020857T	3946	0
CPCT02040045T	95366	2
WIDE01010292T	1561	0
WIDE01010139T	157949	9
CPCT02011065T	11520	4
GAYA01010027T	9862	1
CPCT02020973T	15689	2
CPCT02050089T	19151	1
CPCT02040069T	11933	0
CPCT02120123T	4976	1
CPCT02120066T	34014	2
CPCT02070472T	5590	0
CPCT02010292TII	5857	0
OPTC01040037T	13094	0
CPCT02010894TII	9592	0
ACTN01020142T	21381	2
CPCT02210004T	79636	2
WIDE01010228T	13216	0
CPCT02050386T	9470	0
CPCT02130003T	4035	0
CPCT02090011T	9388	2
CPCT02030303T	12239	0
CPCT02010699T	57845	0
CPCT02010705T	2066	0
CPCT02020519T	127539	0
CPCT02140098T	16113	0
CPCT02010608T	4575	0
CPCT02070233T	4417	0
CPCT02450008T	7921	0
CPCT02070098T	7566	0
CPCT02070078T	16367	0
WIDE01010491T	3685	0
CPCT02070272T	59347	3
CPCT02150025T	9088	1
CPCT02010880T	17496	0
CPCT02010304T	3181	0
CPCT02030279T	15189	0
CPCT02050283T	4821	0
CPCT02070172T	9980	0
CPCT02010351T	9459	0
WIDE01010599T	17109	0
CPCT02011107T	56956	1
CPCT02050183T	5950	0
WIDE01011071T	5610	1
CPCT02040299T	32264	1
CPCT02010214TIII	6473	0
CPCT02330138T	27755	0
ACTN01020019T	4623	0
DRUP01050030T	51281	6
CPCT02330023T	6681	0
CPCT02330037T	10330	0
CPCT02080174T	11319	0
CPCT02020906T	27052	0
CPCT02380033T	4506	0
CPCT02010966T	11309	0
CPCT02080282T	34811	0
CPCT02230005T	7736	0
CPCT02020307T	5612	0
CPCT02310008T	6294	0
CPCT02190002T	8645	0
CPCT02180045T	24392	1
CPCT02010982T	5773	0
OPTC01080026T	20532	0
CPCT02010875T	6636	0
CPCT02010977T	38843	1
CPCT02080163T	1853	0
CPCT02010329T	4848	0
CPCT02010732T	52535	1
CPCT02120061T	5840	1
CPCT02100105T	16134	0
CPCT02070046T	6603	0
CPCT02340084T	53128	3
CPCT02120125T	49298	0
WIDE01010346T	3673	0
CPCT02120118T	2882	0
CPCT02330131T	17855	0
CPCT02120114T	11388	0
CPCT02080247T	12751	1
CPCT02180078T	6744	0
CPCT02130071T	40437	5
CPCT02180026T	17111	0
GAYA01010033T	1311	0
CPCT02230130T	16007	0
WIDE01010830T	20126	1
CPCT02030274T	4069	0
CPCT02010452T	10905	0
CPCT02050149T	6806	1
CPCT02070239T	11763	0
CPCT02010782T	81133	3
CPCT02030516T	8392	0
CPCT02440033T	6654	1
CPCT02130189T	7821	0
CPCT02150019T	12675	0
WIDE01010600T	2819	0
CPCT02190001T	7338	0
CPCT02180048T	15451	0
WIDE01010893T	8843	1
CPCT02010512T	26874	0
CPCT02080326T	5530	1
WIDE01010912T	14975	1
CPCT02110040T	13924	0
DRUP01070001T	127688	1
CPCT02010478T	24938	0
CPCT02290055T	4040	0
CPCT02110004T	8540	0
WIDE01010083T	17446	0
CPCT02050292T	25300	1
CPCT02330045T	14748	0
CPCT02130107T	14664	0
CPCT02010497T	20662	0
CPCT02190051T	4854	0
WIDE01010468T	5021	0
CPCT02070483T	8730	1
CPCT02080122T	2756	0
CPCT02020819T	57157	0
CPCT02010611T	1245	0
CPCT02130041T	38643	8
WIDE01011158T	23493	2
CPCT02010754T	82004	0
CPCT02100127T	39765	6
CPCT02030500T	38846	0
CPCT02030339T	91130	0
WIDE01010617T	9734	0
CPCT02120013T	61329	1
GLOW01340001T	9717	2
CPCT02330049T	25383	1
CPCT02070153T	5243	0
CPCT02050170T	25156	1
CPCT02050108T	8001	0
CPCT02040201T	20519	1
CPCT02390010T	8301	0
CPCT02020955T	6049	0
CPCT02210065T	22943	0
CPCT02180055T	7138	0
WIDE01011048T	11684	1
CPCT02011001T	3913	0
WIDE01010595T	10739	0
WIDE01010797T	5675	0
CPCT02080078T	5862	0
CPCT02150013T	10136	0
CPCT02030479T	192414	0
CPCT02030445T	7181	0
CPCT02290024T	36110	5
CPCT02030233T	7822	0
ACTN01020155T	13206	0
CPCT02070454T	3065	0
CPCT02330070T	19690	0
CPCT02020965T	6585	0
CPCT02100164T	14523	1
ACTN01020138T	44675	8
CPCT02060282T	1403	0
CPCT02070345T	7469	1
DRUP01110005T	43534	5
CPCT02200008T	5344	0
CPCT02230028T	31023	0
WIDE01010176T	12334	0
CPCT02010895T	40745	1
CPCT02410018T	62300	1
WIDE01010843T	87279	3
ACTN01020044T	3935	0
ACTN01020244T	20373	8
DRUP01070010T	5180	0
CPCT02230071T	10815	0
CPCT02080254T	3143	0
CPCT02020491T	147565	0
CPCT02030552T	53223	0
DRUP01080009T	23155	1
WIDE01010663T	5435	0
WIDE01011138T	4781	0
DRUP01230011T	7736	0
WIDE01010539T	46556	4
WIDE01010170T	4253	0
WIDE01011117T	1325	0
CPCT02300029T	8907	0
DRUP01050026T	20721	0
CPCT02120024T	14010	0
DRUP01010022T	63083	0
CPCT02030463T	3402	0
CPCT02230051T	3346	0
DRUP01170003T	7694	1
WIDE01010232T	12668	0
DRUP01010340T	62643	1
CPCT02020433T	6955	1
CPCT02050370T	177594	1
CPCT02340025T	11030	0
CPCT02070204T	16373	0
ACTN01020185T	16435	0
WIDE01011051T	21830	0
CPCT02070039T	10080	0
WIDE01010001T	8560	0
CPCT02310021T	14141	0
CPCT02190013T	37263	1
CPCT02230029T	14848	0
WIDE01010099T	6005	0
CPCT02120193T	26470	1
CPCT02100094T	2811	0
CPCT02020922T	2340	0
CPCT02020762T	3942	0
CPCT02120027T	9657	0
DRUP01060025T	20572	0
CPCT02220045T	27135	0
CPCT02140053T	13409	2
WIDE01010419T	8722	0
WIDE01010583T	4984	0
CPCT02040208T	4431	0
CPCT02080114T	31926	1
CPCT02120137T	25555	0
WIDE01010390T	89504	1
CPCT02050115T	15402	0
CPCT02230124T	5137	0
CPCT02050014T	297930	1
CPCT02050260T	9998	0
ACTN01020270T	5201	0
CPCT02020334T	73957	0
CPCT02300042T	240978	2
GLOW01090001T	13195	5
CPCT02020820T	5635	1
WIDE01010441T	23014	0
ACTN01020168T	4642	0
CPCT02011045TII	35187	0
CPCT02100075T	6705	4
CPCT02270030T	3339	0
ACTN01020189T	1751	0
CPCT02220001T	2789	0
CPCT02060179T	4497	0
GLOW01440010T	7249	0
CPCT02100174T	8874	0
CPCT02140093T	8339	0
WIDE01010256T	26538	0
CPCT02150027T	10785	0
CPCT02190058T	3740	0
CPCT02010945T	61564	1
ACTN01020136T	19666	1
CPCT02030398T	5532	0
CPCT02340110T	21290	1
CPCT02010622T	61912	1
WIDE01010446T	19256	2
CPCT02080105T	73142	1
OPTC01440011T	27164	4
CPCT02010995T	13446	0
WIDE01010952T	3280	1
CPCT02210067T	26699	3
DRUP01050001T	120180	1
CPCT02220037T	28617	0
CPCT02010233T	5983	0
CPCT02170038T	41972	0
CPCT02110079T	5206	2
WIDE01010247T	5163	0
CPCT02120144T	3376	0
CPCT02060272T	2920	0
GLOW01440014T	9901	0
CPCT02120007T	31665	6
CPCT02310004T	73470	7
CPCT02390035T	7756	0
OPTC01030048T	18852	0
CPCT02070268T	9928	0
CPCT02230056T	69725	3
CPCT02010781T	52682	0
WIDE01010216T	4719	0
CPCT02010712T	24095	0
DRUP01010024TII	6773	0
WIDE01010738T	2738	0
WIDE01011230T	8167	0
ACTN01020146T	178533	11
CPCT02040329T	56240	0
CPCT02010554T	4662	0
CPCT02080039T	5161	0
CPCT02120021T	22289	1
CPCT02040145T	7051	0
CPCT02130079T	5485	0
CPCT02060013T	18165	0
CPCT02120191T	46046	0
CPCT02150051T	14015	0
WIDE01010452T	4999	6
CPCT02020460T	2594	0
CPCT02100077T	14858	0
DRUP01070253T	6880	2
CPCT02020925T	79438	2
CPCT02020711T	14351	0
CPCT02150004T	5131	2
CPCT02330052T	23273	0
CPCT02040295T	4432	0
WIDE01010068T	7261	0
CPCT02120183T	34858	0
CPCT02120158T	14182	0
CPCT02210051T	10192	0
WIDE01010819T	32651	2
CPCT02010335T	4187	0
CPCT02050146T	2791	1
CPCT02070361T	14229	0
CPCT02040043T	17923	0
CPCT02050301T	60425	0
WIDE01010776T	27626	0
CPCT02070338T	6674	0
DRUP01220006T	30315	3
CPCT02040173T	46200	0
CPCT02160041T	6672	0
CPCT02050079T	2033	0
CPCT02010690T	9545	0
CPCT02080215T	10855	0
ACTN01020291T	3899	0
CPCT02010625T	3485	2
CPCT02070249T	3430	0
CPCT02060110T	1246	0
CPCT02220015T	11255	0
WIDE01010301T	7307	0
CPCT02050285T	6179	0
CPCT02180069T	4655	0
CPCT02330058T	9651	0
CPCT02011089T	11129	4
WIDE01011150T	11480	6
CPCT02230057T	16186	0
CPCT02010934T	9330	1
CPCT02190033T	18265	1
CPCT02130173T	10739	1
CPCT02030329T	4587	0
CPCT02030510T	5001	1
CPCT02050055TII	49755	2
GAYA01010022T	8969	0
DRUP01050033T	54617	3
CPCT02250004T	48946	12
CPCT02270047T	43938	0
CPCT02090034T	7148	0
CPCT02070195T	8517	0
CPCT02200009T	3261	0
WIDE01010277T	4471	0
CPCT02040040T	15942	0
WIDE01010950T	6065	0
DRUP01080039T	37564	2
WIDE01010724T	17139	3
OPTC01040034T	69439	3
DRUP01050049T	54516	0
WIDE01011152T	19288	0
CPCT02060237T	2348	0
CPCT02110076T	27182	0
CPCT02020741T	13339	0
CPCT02020502T	4117	0
CPCT02330032T	3296	0
WIDE01010407T	33477	1
WIDE01010750T	7909	2
CPCT02180052T	3270	0
CPCT02020682T	15395	0
WIDE01010883T	2954	0
CPCT02090047T	18028	0
CPCT02230067T	13845	0
CPCT02011043T	5052	0
CPCT02370015T	5109	0
GAYA01110003T	9835	0
WIDE01010522T	3775	0
CPCT02010697T	3220	1
CPCT02011011T	7748	0
CPCT02210082T	15106	0
CPCT02120182T	18331	0
CPCT02080152T	29524	0
WIDE01011025T	827953	11
CPCT02080288T	4410	0
CPCT02030551TII	7328	0
CPCT02070262T	18468	3
CPCT02080257T	1762	0
CPCT02020583TII	28440	1
ACTN01020040T	17633	0
WIDE01010091T	20642	0
CPCT02340026T	4896	0
CPCT02120117T	22455	0
CPCT02070323T	3923	0
ACTN01020006T	27618	0
CPCT02010940T	4318	0
WIDE01011073T	47422	2
CPCT02120087T	8265	0
CPCT02060082T	18755	0
CPCT02340098T	53017	0
ACTN01020042T	91716	3
CPCT02140012T	20799	0
CPCT02340042T	7848	0
CPCT02010831T	55111	1
DRUP01050025T	41743	5
ACTN01020234T	16649	0
CPCT02010520T	101101	13
CPCT02070324T	2990	0
CPCT02020568T	6038	0
DRUP01060024T	10247	0
CPCT02010936T	16343	0
WIDE01010140T	2466	0
CPCT02010898T	19586	0
WIDE01010480T	15935	0
WIDE01010243T	3282	0
CPCT02380023T	27493	0
DRUP01310001T	3197	0
CPCT02020497T	13114	0
WIDE01010316T	11889	1
CPCT02340081T	1610	0
CPCT02050071T	5858	0
WIDE01011167T	3346	0
CPCT02010710T	6931	0
WIDE01010313T	8702	1
CPCT02330117T	7376	0
CPCT02070275T	6415	0
DRUP01220008T	7921	0
WIDE01010610T	71683	2
CPCT02140045T	7777	0
CPCT02070108T	3953	2
CPCT02010715T	2460	0
CPCT02400002T	28794	1
CPCT02020830T	8236	0
CPCT02290038T	4564	0
CPCT02290039T	23089	1
CPCT02010347TII	5798	0
CPCT02070095T	8429	0
WIDE01010966T	5765	0
CPCT02070222T	4502	0
CPCT02010474T	21352	0
CPCT02230032T	16583	0
CPCT02050174T	4478	1
CPCT02290064T	5541	0
CPCT02010986T	42312	0
DRUP01070026T	67608	0
CPCT02020320T	103183	0
CPCT02110003T	8258	0
DRUP01070092T	21841	0
WIDE01010679T	3270	0
CPCT02070011T	81469	1
CPCT02010711T	6970	0
CPCT02060022T	2729	0
CPCT02030280T	19551	0
WIDE01010142T	5615	1
WIDE01010168T	11754	0
CPCT02290067T	5110	0
WIDE01010540T	8935	0
CPCT02080227T	5505	0
CPCT02060143T	76014	1
CPCT02210076T	4953	0
CPCT02060228T	35881	0
WIDE01010987T	2620	0
CPCT02120029T	4147	2
CPCT02270018T	20385	0
WIDE01010249T	2921	0
CPCT02180025T	25941	2
OPTC01030054T	15055	0
CPCT02020853T	44166	0
GAYA01010007T	7218	1
DRUP01010019T	13838	0
CPCT02130138T	7107	0
WIDE01010035T	2228	0
WIDE01010659T	6562	0
CPCT02020678TII	11033	0
CPCT02080019T	10606	0
CPCT02010493T	35235	1
CPCT02120037T	144051	2
WIDE01010851T	2702	0
GAYA01150001T	5404	1
CPCT02050244T	10053	1
CPCT02210066T	10424	0
CPCT02020380TII	9734	0
WIDE01010167T	3006	0
CPCT02030292T	12525	0
CPCT02130178T	2377	0
ACTN01020023T	8401	0
CPCT02030492T	15336	0
CPCT02140091TII	20351	0
CPCT02070130TII	7389	0
CPCT02390021T	36765	1
CPCT02070247T	1783	2
CPCT02370027T	6896	0
CPCT02080070TII	11010	1
CPCT02040105T	28027	1
GAYA01110001T	5663	1
CPCT02340066TII	7987	0
CPCT02160021T	13103	0
CPCT02050397T	18312	0
CPCT02230015T	6305	0
CPCT02340070T	20654	2
WIDE01010119T	8087	0
CPCT02020185T	22702	0
CPCT02050252T	34435	3
ACTN01020134T	33248	1
CPCT02020847T	9918	0
CPCT02020797T	2710	0
WIDE01010268T	8825	0
CPCT02300026T	14094	0
WIDE01010686T	2025	0
CPCT02120119T	16042	0
WIDE01010693T	23759	0
DRUP01010111T	39964	0
CPCT02040156T	13751	0
CPCT02310007T	11513	0
CPCT02210083T	5516	0
CPCT02100157T	6339	0
CPCT02020478T	7432	0
CPCT02020525T	6369	0
CPCT02270003T	17748	1
CPCT02020827T	10336	0
CPCT02370001T	43052	1
WIDE01011065T	4103	0
DRUP01070039T	14519	0
CPCT02070232T	13739	0
DRUP01060008T	65321	5
CPCT02011059T	6715	0
ACTN01020137T	8284	0
CPCT02030499T	53528	0
WIDE01011010T	5113	0
CPCT02070341T	7529	1
CPCT02240011T	6889	0
CPCT02070315T	4730	0
CPCT02120112T	39908	0
CPCT02110049T	6139	0
CPCT02070053T	5996	0
CPCT02110090T	8433	0
CPCT02020795T	6277	0
CPCT02120012T	26299	2
CPCT02050362T	47507	12
CPCT02380052T	28432	1
ACTN01020151T	21331	0
CPCT02070007T	5009	0
DRUP01010025T	123364	2
CPCT02190024T	16898	6
